alcohol,sugar,pH,type
13.3,7.9,3.05,White
9.5,11.75,3.26,White
9.2,7.7,3.56,White
10.1,3,3.36,White
9.2,7.7,3.56,White
10.1,3,3.36,White
11.2,1.5,3.27,White
9.8,7.5,3.14,White
11.2,1.5,3.27,White
9.8,7.5,3.14,White
9.4,8.3,3.22,White
9,7.05,3.23,White
9.4,8.4,3.21,White
8.9,13.9,3.11,White
9.1,17.5,3.02,White
9.8,5.6,3.17,White
9.4,9.4,3.17,White
10,4.8,3.13,White
9.4,9.4,3.17,White
9.9,9.7,3.48,White
10,6.3,3.14,White
11.5,1.6,3.17,White
9.2,14.6,3,White
10,2.5,3.15,White
9.2,14.6,3,White
10,2.6,3.15,White
10,2.5,3.15,White
9.8,8.2,3.43,White
10.5,1.5,3.36,White
10.6,2.3,3.45,White
9.4,10,3.28,White
9.4,10,3.28,White
11,1.6,3.38,White
10.8,1.6,3.53,White
9,16,3.3,White
9.6,10.4,3.07,White
10.6,7.4,3.19,White
10.6,7.4,3.19,White
9.6,10.4,3.07,White
9.2,16.05,3.08,White
9.2,16.05,3.08,White
9.5,2.6,2.89,White
9.5,2.5,2.89,White
10.3,10.8,3.47,White
8.8,1.2,3.08,White
8.7,12.1,2.98,White
8.7,11.95,2.98,White
10.2,1.7,3.2,White
10.1,0.8,3.25,White
9.5,1.4,3.21,White
9.5,1.3,3.1,White
11.6,6.3,3.54,White
10.7,10.3,3.13,White
10.1,15.55,3.11,White
11.1,1.5,3.32,White
9.8,1.5,3.22,White
9,1.4,3.08,White
11.1,1.5,3.32,White
9.5,7.9,3.19,White
9.4,13,3.37,White
10.2,1,3.24,White
9.8,4.85,3.1,White
9.5,7.1,3.19,White
9.5,7.9,3.19,White
9,7.5,3.17,White
10.1,7.6,3.1,White
8.8,10.3,3.02,White
11.9,1.7,2.97,White
11.9,1.7,2.97,White
9.3,19.95,3.19,White
10,7.7,3.33,White
9.5,5.3,3.21,White
9.3,19.95,3.19,White
9.7,12.7,3.16,White
9.7,12.7,3.16,White
10.2,1.5,3.19,White
10.8,11.3,3.11,White
8.8,18.1,3.27,White
8.8,18.1,3.27,White
11.4,7,3.32,White
8.8,18.1,3.27,White
9.8,6.4,3.14,White
9.4,1.4,3.17,White
9.4,1.4,3.17,White
9.4,3.1,3.21,White
9.4,14.1,3.2,White
9.7,7.7,3.22,White
12.3,5.2,3.35,White
9.8,11.6,3.33,White
9,10.4,3.12,White
9.2,7.5,3.26,White
9.4,11.2,3.19,White
9.9,0.8,3.28,White
9.8,1.4,3.07,White
12.3,4.7,3.36,White
11.9,3.1,3.02,White
10.2,4,3.27,White
9.5,11.3,3.14,White
11.9,3.1,3.02,White
9.2,8.1,3.24,White
9.7,14.8,3.18,White
11.5,1.4,3.36,White
10.4,8.1,3.17,White
11.6,3.5,3.22,White
9.7,14.8,3.18,White
10.4,8.1,3.17,White
11.5,1.4,3.36,White
10.2,1.5,3.27,White
9.8,1.5,3.38,White
9,12.8,3.24,White
10.5,1.6,3.38,White
9.4,7.1,3.16,White
9.4,7.1,3.16,White
10.8,11.2,3.21,White
10.7,1.7,3.17,White
10.6,6.7,3.08,White
9.2,17.3,3.15,White
9.5,8.6,3.28,White
9.5,8.6,3.28,White
10,1.5,3.41,White
10.6,12.1,3.13,White
10.6,6.7,3.08,White
10.6,10.7,3.13,White
9.2,17.3,3.15,White
11,1.8,3.24,White
11.2,1.4,3.25,White
9.6,7.5,3.32,White
9.4,4.8,3.21,White
9.5,7.1,3.2,White
9.3,16.9,3.09,White
9.4,4.8,3.21,White
9.5,7.1,3.2,White
9.4,11.3,3.07,White
11.2,1.1,3.13,White
11.2,1.2,3.14,White
11.2,1.1,3.13,White
8.8,12.9,3,White
11.2,1.2,3.14,White
11.2,1.1,3.13,White
9.4,1.2,3.2,White
11.1,2.3,3.06,White
9.6,10,3.08,White
11.1,2.3,3.06,White
9.4,1.2,3.2,White
10.6,1.4,2.95,White
8.9,14.9,3.13,White
12.3,1.8,3.15,White
11.4,1.8,3.34,White
9.6,7,3.16,White
10.3,8.6,3.33,White
11.4,1.8,3.34,White
12.1,1.1,3.23,White
9.9,1.3,3.46,White
9.7,4.9,3.15,White
10.5,1.9,3.18,White
8.9,10.4,3.04,White
9.4,10,3.18,White
9.6,8.6,3.18,White
12.6,1.7,3.4,White
9.2,1.7,3.1,White
10.4,18.95,3.2,White
9,12.8,3,White
9,12.8,3,White
9,12.8,3,White
9,12.8,3,White
9,12.8,3,White
9,12.8,3,White
9.2,0.7,3.22,White
9,12.8,3,White
9.7,1.4,3.2,White
10.1,13.3,3.34,White
11,8.5,3.46,White
10.8,1.5,3.2,White
10.8,11.7,3.22,White
13.5,5,3.48,White
10.6,1.2,3.24,White
9.8,2.1,3.23,White
11.7,1.4,3.18,White
9.8,2.1,3.23,White
9,16,3.34,White
11.3,1.1,3.18,White
9.4,15.3,3.31,White
11.7,1.4,3.18,White
11.3,2.8,3.31,White
11.3,2.8,3.31,White
12,0.9,3.2,White
10.6,2.5,3.48,White
10.8,8.1,3.13,White
10.8,8.2,3.12,White
12,0.9,3.2,White
9.4,11.1,3.18,White
9.4,7.8,3.19,White
11.3,2.8,3.31,White
9.4,10.1,3.07,White
12,3.2,3.39,White
10.3,14.2,3.28,White
10.3,14.2,3.28,White
10.3,14.2,3.28,White
11.3,2.9,3.22,White
9.4,6,3.1,White
8.7,20.4,3.14,White
9.4,10.1,3.07,White
11.3,2.9,3.22,White
10.3,14.2,3.28,White
12,3.2,3.39,White
8,0.95,3.34,White
10.4,1.7,3.44,White
10.7,1.7,3.37,White
10.2,9,3.47,White
10.9,1.3,3.56,White
10.5,1.4,3.3,White
11.7,2.4,3.26,White
8.6,16,3.13,White
9,11.4,3.2,White
8.7,14.35,2.96,White
12.8,2.1,3.1,White
9,11.4,3.2,White
8.7,14.35,2.96,White
11.8,1.1,3.28,White
11.6,1.1,3.05,White
11.8,1.2,3.14,White
10.6,15.8,3.24,White
9.7,5.2,3.17,White
10.3,5.2,3.22,White
10.2,9.6,3.15,White
10.1,5.2,3.33,White
10.9,1.2,3.7,White
9.3,0.8,3.24,White
10.2,14.45,3.33,White
10.2,9.6,3.15,White
9.5,6.9,3.11,White
9.3,3.4,3.18,White
12.9,2.3,3.06,White
8.7,11,3.14,White
9.4,5.95,3.4,White
10.1,5.1,3.23,White
10,5.4,3.19,White
11.1,1.2,3.27,White
10.3,12.6,3.26,White
12.2,1,3.24,White
9.3,6.6,3.11,White
11.3,1.5,3.19,White
10.8,1,3.04,White
11.2,1.1,2.98,White
12.5,6.6,3.32,White
9.3,8.2,3.39,White
12.9,2,3.4,White
11.2,1.4,3.2,White
12.6,2,3,White
9.3,7.5,3.2,White
12.9,2,3.4,White
12.9,2,3.41,White
9.5,13.3,3.2,White
11.9,2.85,3.19,White
10.3,5.6,2.93,White
10.3,5.6,2.92,White
11.2,1,3.06,White
12,3.2,3.18,White
9.6,1,3.13,White
9.2,7.1,3.2,White
12.9,2.4,3.03,White
9.3,11.2,2.99,White
12.1,9.5,3.1,White
9.6,1,3.13,White
11.2,1.8,3.37,White
11.2,2.6,3.11,White
12.9,2.4,3.03,White
9.2,8,3.21,White
9.3,11.2,2.99,White
9.2,7.1,3.2,White
9.3,3.3,3.18,White
10.7,10.3,3.2,White
9.8,1.2,3.05,White
10.3,1.6,3.3,White
10.7,10.3,3.2,White
11.3,9.65,3.28,White
8.8,16.4,3.02,White
10.8,1.5,3.18,White
9.8,1.2,3.05,White
9.3,3.3,3.18,White
11.5,5,3.26,White
8.8,16.3,3.26,White
8.8,16.3,3.26,White
8.8,16.3,3.26,White
9.4,6.5,3.19,White
9.4,6.4,3.19,White
9.6,10.2,3.16,White
8.8,16.3,3.26,White
9.3,7.4,3.22,White
8.9,13.7,3.22,White
8.9,13.7,3.22,White
10,1.3,3.74,White
9.1,7.4,3.24,White
9.3,7.4,3.22,White
9.4,7.45,3.2,White
10.1,7.2,3.14,White
8.9,13.7,3.22,White
10.8,10.4,3.2,White
10,1.1,3.24,White
10.9,6.5,3.03,White
12,4.6,3.15,White
9.3,13.9,2.99,White
12.3,5.2,3.22,White
10.4,1.7,3.45,White
10.9,6.5,3.03,White
10.5,16.4,3.22,White
9.8,3.6,3.41,White
10.5,1.5,3.06,White
9.9,12.4,3.16,White
11.4,1.7,3.27,White
9.2,6.2,3.18,White
9.7,6.2,3.09,White
10,2.6,3.09,White
11.4,1.7,3.27,White
10.3,9.3,3.13,White
9.9,12.4,3.16,White
10.5,1.5,3.06,White
9.8,9.1,3.16,White
9.3,12,3.19,White
12.4,4.8,3.08,White
9.3,12.3,3.16,White
9.3,12,3.19,White
9.5,2.7,3.26,White
10.5,3.6,3.08,White
10.5,3.6,3.08,White
12.8,4.3,3.26,White
10.8,1.8,2.99,White
10,11.8,3.1,White
11.8,1.8,3.38,White
10,11.8,3.1,White
11.8,1.8,3.38,White
12,1.4,3.19,White
12.6,6.6,3.18,White
11.9,1.55,3.37,White
10.6,0.7,3.13,White
9.2,6.4,3.42,White
10,11.8,3.17,White
9.2,4.3,3.36,White
9.3,5.1,3.36,White
10.2,5.8,3.24,White
10.2,5.9,3.25,White
8.7,1.3,3.14,White
10.7,1.4,3.24,White
12.1,1.2,3.18,White
9.5,7.4,3.12,White
11.2,10.8,3.18,White
12,1.8,2.93,White
9.5,7.4,3.12,White
12.1,1.2,3.18,White
10.7,1.4,3.24,White
8.8,14.4,3.26,White
10.8,1.7,3.8,White
13.1,3.6,3.31,White
12.5,3.6,3.08,White
11.7,10.05,3.09,White
11.7,10.05,3.09,White
11.6,10.5,3.09,White
11.3,1.9,3.29,White
12.5,3.6,3.08,White
11.4,1.65,3.11,White
12.2,1.9,3.4,White
11.7,65.8,3.39,White
10.4,6.85,3.31,White
10.4,7.4,3.31,White
10.4,7.4,3.31,White
9.1,20.2,3.17,White
12.2,11,3.05,White
9.1,20.2,3.17,White
9.4,6.2,3.12,White
9.4,6.2,3.11,White
10.4,6.85,3.31,White
9.2,8,3.22,White
9.4,8.2,3.2,White
13.5,2.2,3.22,White
9.4,10.1,3.07,White
10.9,7.2,3.13,White
13.5,2.2,3.22,White
9.4,10.1,3.07,White
11.4,1.6,3.19,White
12.4,1.3,3.19,White
9.2,8,3.22,White
9.4,8.2,3.2,White
10.5,5.3,3.3,White
11.5,14,3.26,White
10.9,7.2,3.13,White
10.8,1.6,3.34,White
8.9,11.8,3.03,White
8.9,9.6,3.03,White
9.4,6.1,3.2,White
12.2,2.7,3.44,White
12.1,3.6,2.99,White
10.9,1.7,3.17,White
10.1,1.6,3.34,White
12.2,2.7,3.44,White
13,1,3.31,White
11,0.9,3.23,White
10.8,1.6,3.19,White
13,1,3.31,White
9.3,10.6,2.91,White
11.4,2,3.44,White
9.2,1.2,2.99,White
9.9,6.2,3.5,White
10.5,9.2,3.22,White
12.4,5,3.06,White
9.5,6.3,3.18,White
10.5,3.3,3.16,White
9.1,8,3.23,White
11.5,1.2,3.38,White
11.5,1.2,3.38,White
11.2,16.2,3.17,White
10.8,11.6,3.22,White
9.4,7.2,3.12,White
11,1.1,3.17,White
11.3,3.4,3.21,White
11.2,1.4,3.28,White
10.5,3.3,3.16,White
9.1,8,3.23,White
10.4,9.3,3.21,White
11.2,2.3,3.1,White
11.1,0.9,3.14,White
11.2,3.5,3.18,White
10.5,1.7,3.29,White
10,1.3,3.2,White
10,1.3,3.2,White
10.9,5.6,3.1,White
10.9,7.4,3.15,White
11.2,2.3,3.1,White
11.7,1,3.5,White
10,1.5,3.16,White
9.5,10,3.02,White
9,14.9,3.03,White
10,9.3,3.04,White
11.9,1,3.08,White
10.6,1,3.57,White
11,5.9,3.15,White
11.2,5,3.25,White
12,1.25,3.51,White
12.6,3.9,3.24,White
11.2,5,3.25,White
10.5,0.8,3.24,White
10.2,1,3.11,White
11,5.9,3.15,White
12.2,1.6,3.57,White
12.3,1.3,3.18,White
10.6,1,3.57,White
10.4,1.1,3.36,White
12,1.25,3.51,White
12.7,1.4,3.15,White
10.6,1.2,3.05,White
12.3,5,3.14,White
12.7,1.4,3.15,White
11.4,1.7,3.09,White
12,1.8,3.65,White
12.4,1.6,3.23,White
12.1,1.5,3.24,White
11.4,1.7,3.09,White
10.7,13.9,3.21,White
9.3,5.9,2.97,White
12.7,2.1,3.37,White
11.7,1.1,3.18,White
10.7,6.7,2.93,White
11.8,2.7,2.99,White
9.9,6.7,3.2,White
13.4,3.95,3.23,White
12.8,7.75,3.12,White
12.8,10.6,3.15,White
10.5,1.6,3.13,White
11.5,2.5,3.31,White
10.5,0.7,3.04,White
13,11.1,2.95,White
12.4,5.15,3.19,White
10.2,4.7,3.16,White
9,9.7,3.23,White
12,1.7,3.33,White
11.7,1.4,3.15,White
10,2,3.58,White
10.3,7.5,3.37,White
9,9.7,3.23,White
11.1,0.8,2.99,White
9,13.1,3.31,White
10.5,1.1,3.4,White
11.9,2.2,3.27,White
9.4,8.9,3.27,White
11.4,1.1,3.31,White
10.8,0.9,3.31,White
9.8,1.7,3.1,White
9.3,6.9,3.2,White
11.4,1.1,3.31,White
11.3,1,3.24,White
11.3,1,3.23,White
9.5,7.6,3.22,White
9.4,8.9,3.27,White
11.9,2.2,3.27,White
9.3,1.2,3.03,White
11.4,1,3.03,White
11.4,1,3.03,White
12.7,3.1,3.22,White
13.5,1.95,3.2,White
11.2,2.2,3.06,White
10.7,8.75,3.19,White
10.8,11.9,3.01,White
10.5,2.7,3.46,White
13,5.45,3.13,White
10.8,6.3,3.08,White
9.1,14.4,3.05,White
10.1,7.8,3.1,White
11.9,1.6,3.3,White
12,9.1,2.98,White
12,9.1,2.98,White
9.1,14.4,3.05,White
11.6,1.3,3.22,White
11.9,1.6,3.3,White
10.2,11.3,3.14,White
10.8,6.3,3.08,White
9.8,0.7,3.3,White
11.4,1.25,2.95,White
9.8,0.7,3.3,White
10.1,7.8,3.1,White
9.8,10.3,3.19,White
9.8,10.3,3.19,White
10.7,7.8,3.21,White
10.6,8.7,3.11,White
9.3,8.3,3.17,White
9.8,10.3,3.19,White
10.7,7.8,3.21,White
14,1.2,3.33,White
11,8.3,3.36,White
11,8.3,3.36,White
9.4,6.2,3.21,White
9,5,3.1,White
9,1.8,3.08,White
10,1.6,3.37,White
9,1.8,3.08,White
9,1.8,3.08,White
12.4,2.9,3.29,White
11.3,6,3.14,White
12,0.9,2.8,White
11.7,1.1,3.01,White
10,1.6,3.37,White
13.2,5.45,2.84,White
11,14.05,3.07,White
11,8,3.22,White
9.2,13.1,3.02,White
13,4.9,3.08,White
10.6,1.3,3.77,White
13,2.2,3.55,White
9,14.9,3.04,White
9,14.9,3.04,White
11.5,0.95,2.93,White
11,1.4,3.11,White
11.5,0.95,2.93,White
9.9,1.7,3.11,White
10.4,5.6,3.12,White
9,14.9,3.04,White
9.9,7.1,3.06,White
11,1.2,3.07,White
12.1,9.6,3.18,White
9.7,11.4,2.96,White
9.7,11.4,2.96,White
12.2,7.9,2.99,White
12.4,5,3.15,White
10.5,11.1,3.03,White
10.4,8,3.28,White
12,3.8,3.15,White
12.7,10.55,3.07,White
10.9,10.2,3.11,White
10.9,10.2,3.11,White
10.9,9.8,3.11,White
11.4,6.3,3.15,White
11,1.1,3.22,White
12.6,4.5,3.45,White
11.6,6.3,3.29,White
10.5,10.9,3.11,White
10.9,9.8,3.11,White
10.9,9.8,3.11,White
12.5,0.8,3.03,White
12.1,0.8,3.11,White
11.3,1.2,3.02,White
13.3,1.3,3.07,White
10.9,9.8,3.11,White
10.9,10.2,3.11,White
10.5,10.9,3.11,White
11.6,6.3,3.29,White
11.4,6.3,3.15,White
11,1.2,3.16,White
12.1,0.9,3.08,White
11,1.1,3.22,White
12.6,4.5,3.45,White
13,3.7,3.36,White
8.8,18.1,2.94,White
9.5,1.35,3.16,White
11.8,5.5,3.2,White
12.2,3.1,3.14,White
10.7,12.85,3.05,White
11,19.8,3.07,White
11.4,8.25,2.99,White
10.7,12.85,3.05,White
12,3.8,3.09,White
11.9,6.9,3.02,White
11.4,8.25,2.99,White
11.8,11.7,3.02,White
10.6,4.6,3.34,White
9.7,4,3.06,White
11,19.8,3.07,White
10.7,12.85,3.05,White
11,1.2,3.76,White
10.5,8.9,2.99,White
10.4,11.7,3.1,White
10.5,6.2,3.2,White
12,14.8,3.12,White
12,14.8,3.12,White
9.2,10.8,3.22,White
10.9,1.6,3.37,White
9.5,8.3,3.15,White
9.4,8.4,3.15,White
11.3,2.5,3.13,White
10.4,3.5,3.42,White
9.4,17.2,3.26,White
11.3,2.1,3.02,White
8.8,12.2,3.14,White
10.8,11.8,3.2,White
9.4,16.8,3.25,White
9.4,17.2,3.26,White
9.2,1.1,2.95,White
10.3,14.7,3.12,White
9.9,5.5,3.09,White
12.4,6.1,3.19,White
11.9,1.2,3.11,White
11.7,1.3,3.11,White
9.4,8.7,2.98,White
9.6,1.7,3.53,White
9.4,8.7,2.98,White
10.4,10.2,2.98,White
9.5,4.5,3.09,White
11.9,5.9,3.2,White
12.5,1.7,3.18,White
13.4,1.4,3.16,White
12.7,5.4,3.13,White
9.1,7.9,3.17,White
10.5,1.1,2.9,White
10.4,7,3.19,White
10.4,7,3.19,White
12.5,7.6,3.08,White
10.4,7,3.19,White
9,12.3,2.95,White
9.8,15.3,3.18,White
9,12.3,2.95,White
10.7,1.2,3.17,White
12.4,2.3,3.16,White
12.5,6.1,3.08,White
12.5,7.6,3.08,White
12.1,10.2,3.1,White
11.3,4.1,2.92,White
12,2.9,3.25,White
10.4,8.5,3.28,White
12.2,1.5,3.11,White
8.6,3.1,3.05,White
9.1,7.9,3.17,White
12.1,3.5,2.96,White
12,4.9,3.32,White
10.5,1.1,2.9,White
10.4,7,3.19,White
11.9,1.2,3.46,White
13.7,4.5,3.25,White
11.3,2.6,3.22,White
10.5,9.9,3.02,White
13.7,4.5,3.25,White
10.1,9.5,3.14,White
12.3,1.5,2.94,White
12,3.2,3.06,White
11.3,2.6,3.22,White
9.5,11.2,3.12,White
11.4,3.2,3.02,White
11.9,2.3,3.16,White
10,4.9,2.85,White
10,4.9,2.85,White
11.3,1.4,3.23,White
11.7,1.5,3.25,White
11,6.7,3.36,White
12.2,2.1,2.97,White
10.7,4.3,2.91,White
10.9,10.9,3.11,White
10.2,7,3.17,White
11.9,2.3,3.16,White
11.1,2.5,3.15,White
11.2,2.6,3,White
11.4,3.2,3.02,White
10.6,2.5,3.07,White
10.3,14.7,3.03,White
10.4,4.5,3.4,White
11.9,2.2,3.1,White
11.9,1.9,3.19,White
10.4,1.6,3.12,White
9.2,17.3,3.11,White
11.3,4.2,3.24,White
11.3,4.2,3.24,White
11,2.5,3.25,White
11.9,1.9,3.19,White
12.9,1.4,3.08,White
10.8,0.8,3.09,White
9.1,8,3.16,White
10.4,1.6,3.12,White
12.9,1.7,3.35,White
12.2,5.5,3.46,White
9.2,17.3,3.11,White
10.3,8.6,3.06,White
11,6.9,3.08,White
11,2.1,3.17,White
11.7,2.2,3.69,White
12,1.5,3.2,White
12.7,2.5,3.17,White
8.8,17.6,3.11,White
11.3,4.2,3.24,White
12.8,2.9,3.19,White
11.2,4.8,3.18,White
8.9,11.9,3.26,White
11.2,0.9,3.5,White
11.1,1.3,3.23,White
10.8,6.4,3.05,White
9.3,4.3,3.18,White
8.9,11.9,3.26,White
12.7,8.1,3.22,White
12,1.3,3.16,White
11.2,0.9,3.5,White
8.8,17.2,3.23,White
8.8,17.2,3.23,White
8.8,17.2,3.23,White
10.4,8.7,3.2,White
8.8,17.2,3.23,White
10.4,8.7,3.2,White
14,7.5,3.38,White
8.8,17.2,3.23,White
13.1,4.6,3.03,White
12.3,3.7,3.25,White
12.6,2.2,3.27,White
12,7.4,3.18,White
9.5,15.1,2.87,White
12,7.4,3.18,White
12.7,4.8,3.08,White
10.5,7.9,3.4,White
12.9,1,3.15,White
9.5,15.1,2.87,White
12,7.4,3.18,White
12.7,4.8,3.08,White
11.9,4.6,3.06,White
12,1.4,3.24,White
12.5,6.2,3.25,White
12.1,6.1,3.21,White
12.5,5.1,3.05,White
9.9,6.3,3.06,White
10.7,0.9,3.02,White
12,2.3,2.94,White
12.2,6.6,2.97,White
12.4,7.5,2.99,White
12.4,8.6,3,White
10.3,11.9,3.02,White
12,2.3,2.94,White
10.5,7.1,3.3,White
9.5,4.3,3.1,White
10.5,1.1,3,White
12.3,1,3.24,White
11.9,7.9,2.93,White
9.8,1,3.25,White
12.3,1,3.24,White
11.4,1,3.14,White
11,7.3,3.21,White
10.8,1.7,3.06,White
12.8,1.3,3.24,White
11,6.4,3.11,White
10.2,1.8,3.15,White
12.5,1.5,3.32,White
11.6,3.8,3.06,White
11.9,7.9,2.93,White
9.8,1,3.25,White
11,1.2,3.26,White
10.9,5.3,3.14,White
11,9.1,2.97,White
12.5,6.5,2.96,White
11,9.1,2.97,White
12,6.3,3.18,White
12.4,5.1,3.14,White
12.5,6.5,2.96,White
12.8,2.4,3.22,White
11,9.1,2.97,White
9.1,7.5,3.33,White
12.4,5,3.11,White
12.9,6.75,3.15,White
10.9,1.2,3.09,White
10.8,1.6,3.53,White
10.6,16.05,3.11,White
9,5,3.13,White
12,12.4,3.04,White
11.8,0.95,3.25,White
10.6,4.6,3.01,White
12.3,1.7,3.34,White
11.5,1,3.19,White
11.1,1.3,2.97,White
9,5,3.13,White
9.9,2.5,3,White
12.8,2.6,3.27,White
12.9,2.1,2.93,White
12.9,12.75,3.1,White
12,1.1,3.01,White
12,12.4,3.04,White
11.2,3.7,3.22,White
13.3,2.65,3.11,White
9.9,2.5,3.34,White
9.5,8.2,3.11,White
9.4,7.3,3.12,White
11,1.1,3.48,White
9.4,6.6,2.96,White
11.5,7,2.98,White
12.5,14.5,3.14,White
11.9,11.8,3.18,White
10.4,3,3.26,White
11.2,3.7,3.22,White
12.5,6,3.11,White
11,4.6,3.18,White
9.8,2.5,3.09,White
12.3,3.3,3.1,White
11,1,3.18,White
12.6,1.1,3.1,White
11.6,1.4,3.31,White
12.3,3.3,3.1,White
13.4,8.55,3.19,White
9.8,2.5,3.09,White
11.5,6.7,3.18,White
11.6,3.8,3.04,White
11.1,4.5,3.18,White
11,4.6,3.18,White
11.3,4.2,3.06,White
9.9,11.3,3.08,White
12.6,5.5,3.06,White
11.8,4.2,3.3,White
11.4,2.2,3.03,White
9.2,14.5,3.1,White
9.2,14.5,3.1,White
9.2,14.5,3.1,White
9.2,14.5,3.1,White
9.2,14.5,3.1,White
9.2,14.5,3.1,White
13,1.5,3.21,White
9.3,18.75,3.1,White
12.6,3.6,3.22,White
9.6,1.4,3.34,White
8,5.1,3.42,White
11.8,10.5,3.11,White
10.2,2,3.21,White
12.7,2.6,3.32,White
9.4,9.2,3.31,White
10.2,1.8,3.1,White
12,5.7,3.28,White
11.3,2.4,3.08,White
11.8,1.9,3.32,White
10.9,1.4,3.45,White
9.8,0.9,3.14,White
12.2,4.6,3.23,White
11.1,1.4,3.23,White
9.4,9.2,3.31,White
11.4,1.4,3.06,White
10.2,1.8,3.1,White
12.8,2.3,3.13,White
10.1,2.3,3.07,White
9.4,4.4,2.93,White
12.2,6.4,2.91,White
10.9,2.9,3.07,White
10.9,2.8,3.06,White
10.9,2.9,3.07,White
9.4,4.4,2.93,White
9.4,8.2,3.14,White
11.4,1,3.08,White
12.9,2.9,3.17,White
9.4,7,3.14,White
12,1.8,2.91,White
10.1,1.5,3.38,White
9.4,7,3.14,White
9.4,8.2,3.14,White
9.2,7.6,3.17,White
11.8,2.3,3.34,White
12.3,8.7,3,White
11.4,1,3.08,White
12.9,2.9,3.17,White
12.3,6.7,3.13,White
13.5,5,3.27,White
12.8,1.9,3.29,White
12.8,2,3.04,White
12.8,1.9,3.29,White
11,8.5,2.9,White
10.6,12.6,3.2,White
12.4,5.2,3.16,White
12.9,2.1,3.22,White
11.1,1.1,3.54,White
12.9,1.3,3.08,White
11.8,1.1,3.1,White
9.1,9.2,3.23,White
12.7,1.2,3.09,White
12,1.1,3.16,White
11.2,8.3,3.24,White
12.4,1.8,3.19,White
10.4,1.4,3.5,White
10.4,15.7,3.06,White
12.7,4.35,3.29,White
12.5,1.8,3.48,White
12,1.6,3.14,White
11.6,2,3.16,White
12.6,5,3.12,White
10.2,1.8,3.15,White
10.4,1.3,3.43,White
11.5,1,3.3,White
11,1.4,3.02,White
10.1,8.1,3.11,White
10.5,8.6,3.08,White
12.1,3.7,3.23,White
9.9,5.7,3.18,White
11.4,2.35,3.05,White
9.5,13.65,3,White
9.5,13.65,3,White
9.5,13.65,3,White
10.9,15.2,3.17,White
9.5,4.6,3.08,White
12.6,1.2,3.32,White
9.5,4.6,3.08,White
11.1,6.65,3.18,White
9.5,13.55,3,White
9.5,13.65,3,White
10.6,9.8,3.13,White
10.6,10.3,3.12,White
10.8,6.7,3.15,White
10.9,15.2,3.17,White
9.9,9.9,3.34,White
11.3,7.2,3.08,White
12.6,1.1,3.22,White
12.5,8.3,2.96,White
12.4,11.25,3.02,White
11.8,12.8,3.31,White
12.2,9.65,3.18,White
10.7,12.6,3.19,White
11.3,12.2,3.17,White
12.5,8.3,2.96,White
12.4,11.25,3.02,White
11.3,1.3,3.05,White
9.9,9.9,3.34,White
11.3,7.2,3.08,White
12.6,1.1,3.22,White
11.5,1.1,3.14,White
12.3,4.8,2.98,White
12.2,1.1,2.97,White
13.2,1.4,3.08,White
10.2,1.7,3.13,White
11.5,10.6,3.05,White
13.2,1.4,3.08,White
12.2,1.1,2.97,White
11,5.55,3.47,White
13.2,2.1,2.98,White
9.5,1.7,3.32,White
10.2,9,3.25,White
10.2,1.7,3.13,White
11.4,1.8,3,White
12.5,4.7,3.16,White
9.2,11.3,3.01,White
12.1,3.6,3.28,White
10.7,6.9,3.1,White
12.1,3.6,3.28,White
11.2,4.9,3.38,White
10.6,6.95,3.25,White
11.8,1.9,3.06,White
12.5,4.7,3.16,White
9.2,11.3,3.01,White
12.6,1.8,2.95,White
12.8,11.3,3.13,White
12.3,8.2,3,White
12.3,8.3,2.99,White
12.4,9.55,2.98,White
12.3,8.4,2.93,White
9.1,7.8,3.2,White
9.1,7.8,3.2,White
10.6,10.2,3.1,White
10.3,5.5,3.19,White
9.5,7.8,3.39,White
11.1,7.4,3.25,White
10.8,3.3,3.12,White
11.2,5,2.94,White
10.8,3.3,3.12,White
11.4,5,2.87,White
11.2,1.3,3.21,White
10.2,1.2,3.19,White
11.1,7.4,3.25,White
9.5,7.8,3.39,White
10.2,9.9,3.12,White
11,0.7,3.37,White
11.5,4.6,3.15,White
9.8,5.6,3.05,White
10.1,9.5,3.11,White
8.8,14.8,2.95,White
11.5,4.6,3.15,White
12.7,2.1,3.39,White
9.8,11.6,3.1,White
12.9,1.2,3.16,White
9.8,11.6,3.1,White
12.7,2.1,3.39,White
8.5,20.15,3.01,White
12.7,4.7,3.24,White
13.1,4.3,2.98,White
9.1,14.5,3.35,White
12.5,4.9,3.36,White
9.1,14.55,3.34,White
9.1,14.55,3.34,White
11.2,10.05,3.33,White
12.5,4.9,3.36,White
9.1,14.5,3.35,White
9.1,14.55,3.34,White
9.1,15.25,3.34,White
11.5,3.15,3.24,White
12.9,1.3,3.05,White
12.5,5.2,2.95,White
12.3,1.1,3.25,White
11.4,7.1,3.1,White
9.4,8.8,3.22,White
9.1,18.5,3.11,White
9.4,8.8,3.22,White
12,1.4,3.16,White
11.1,1.2,3.18,White
11.8,5,3.1,White
11.4,1.6,3.24,White
9.1,18.75,3.11,White
12.1,6,3.19,White
10.4,9.4,3.15,White
9.2,9.7,3.12,White
13,4.75,3.29,White
12.1,6,3.19,White
11.5,5.35,2.93,White
11.5,5.35,2.93,White
10,6.8,3.23,White
11.1,6.9,3.25,White
12.4,1.4,3.26,White
12.2,0.9,2.9,White
